randomise_blocks,trial_number,display,Image,ITI_duration,Pause_duration,event,probeImageLeft,probeImageRight,correctAnswer,featureProbe,background
,4,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,4,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,4,probeTrial,B_3_set2.png,0,0,finish,A_6_set2.png,D_6_set2.png,1,1,gray
,0,IPI,,0,0,,,,0,0,gray
,104,inferenceTrial,C_6_set2.png,0,0,finish,D_1_set2.png,D_3_set2.png,2,2,gray
,0,ITI,,1150,0,,,,0,0,gray
,5,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,5,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,5,probeTrial,B_1_set2.png,0,0,finish,A_6_set2.png,A_4_set2.png,2,2,gray
,0,IPI,,0,0,,,,0,0,gray
,105,inferenceTrial,B_5_set2.png,0,0,finish,D_1_set2.png,A_1_set2.png,2,1,gray
,0,ITI,,1200,0,,,,0,0,gray
,6,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,6,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,6,probeTrial,C_1_set2.png,0,0,finish,A_4_set2.png,D_4_set2.png,2,1,gray
,0,IPI,,0,0,,,,0,0,gray
,106,inferenceTrial,A_3_set2.png,0,0,finish,C_4_set2.png,C_6_set2.png,2,2,gray
,0,ITI,,1000,0,,,,0,0,gray
,7,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,7,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,7,probeTrial,C_2_set2.png,0,0,finish,A_6_set2.png,D_6_set2.png,2,1,gray
,0,IPI,,0,0,,,,0,0,gray
,107,inferenceTrial,C_4_set2.png,0,0,finish,A_1_set2.png,D_1_set2.png,2,1,gray
,0,ITI,,1850,0,,,,0,0,gray
,8,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,8,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,8,probeTrial,A_5_set2.png,0,0,finish,C_2_set2.png,C_1_set2.png,2,2,gray
,0,IPI,,0,0,,,,0,0,gray
,108,inferenceTrial,A_1_set2.png,0,0,finish,C_6_set2.png,C_5_set2.png,2,2,gray
,0,ITI,,1250,0,,,,0,0,gray
,9,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,9,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,9,probeTrial,C_1_set2.png,0,0,finish,D_5_set2.png,D_6_set2.png,1,2,gray
,0,IPI,,0,0,,,,0,0,gray
,109,inferenceTrial,D_1_set2.png,0,0,finish,C_5_set2.png,B_5_set2.png,2,1,gray
,0,ITI,,1650,0,,,,0,0,gray
,10,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,10,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,10,probeTrial,A_6_set2.png,0,0,finish,C_1_set2.png,C_3_set2.png,2,2,gray
,0,IPI,,0,0,,,,0,0,gray
,110,inferenceTrial,A_2_set2.png,0,0,finish,C_6_set2.png,B_6_set2.png,1,1,gray
,0,ITI,,1100,0,,,,0,0,gray
,11,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,11,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,11,probeTrial,D_6_set2.png,0,0,finish,B_3_set2.png,C_3_set2.png,1,1,gray
,0,IPI,,0,0,,,,0,0,gray
,111,inferenceTrial,A_3_set2.png,0,0,finish,C_6_set2.png,C_4_set2.png,1,2,gray
,0,ITI,,1050,0,,,,0,0,gray
,12,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,12,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,12,probeTrial,D_5_set2.png,0,0,finish,C_1_set2.png,B_1_set2.png,2,1,gray
,0,IPI,,0,0,,,,0,0,gray
,112,inferenceTrial,C_5_set2.png,0,0,finish,D_2_set2.png,D_1_set2.png,2,2,gray
,0,ITI,,1650,0,,,,0,0,gray
,0,Pause,,0,30000,,,,0,0,gray
,13,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,13,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,13,probeTrial,C_1_set2.png,0,0,finish,A_4_set2.png,D_4_set2.png,2,1,gray
,0,IPI,,0,0,,,,0,0,gray
,113,inferenceTrial,C_5_set2.png,0,0,finish,A_1_set2.png,D_1_set2.png,2,1,gray
,0,ITI,,1400,0,,,,0,0,gray
,14,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,14,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,14,probeTrial,D_4_set2.png,0,0,finish,B_1_set2.png,B_3_set2.png,1,2,gray
,0,IPI,,0,0,,,,0,0,gray
,114,inferenceTrial,A_2_set2.png,0,0,finish,C_5_set2.png,C_4_set2.png,2,2,gray
,0,ITI,,1050,0,,,,0,0,gray
,15,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,15,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,15,probeTrial,B_3_set2.png,0,0,finish,A_6_set2.png,A_4_set2.png,1,2,gray
,0,IPI,,0,0,,,,0,0,gray
,115,inferenceTrial,B_4_set2.png,0,0,finish,A_1_set2.png,A_3_set2.png,1,2,gray
,0,ITI,,1550,0,,,,0,0,gray
,16,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,16,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,16,probeTrial,C_2_set2.png,0,0,finish,D_6_set2.png,A_6_set2.png,1,1,gray
,0,IPI,,0,0,,,,0,0,gray
,116,inferenceTrial,D_2_set2.png,0,0,finish,C_4_set2.png,B_4_set2.png,2,1,gray
,0,ITI,,1600,0,,,,0,0,gray
,17,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,17,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,17,probeTrial,B_2_set2.png,0,0,finish,A_5_set2.png,A_6_set2.png,2,2,gray
,0,IPI,,0,0,,,,0,0,gray
,117,inferenceTrial,D_1_set2.png,0,0,finish,B_5_set2.png,C_5_set2.png,1,1,gray
,0,ITI,,1500,0,,,,0,0,gray
,18,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,18,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,18,probeTrial,B_2_set2.png,0,0,finish,A_4_set2.png,D_4_set2.png,1,1,gray
,0,IPI,,0,0,,,,0,0,gray
,118,inferenceTrial,D_3_set2.png,0,0,finish,B_4_set2.png,B_6_set2.png,2,2,gray
,0,ITI,,1200,0,,,,0,0,gray
,19,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,19,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,19,probeTrial,B_1_set2.png,0,0,finish,D_5_set2.png,A_5_set2.png,2,1,gray
,0,IPI,,0,0,,,,0,0,gray
,119,inferenceTrial,B_4_set2.png,0,0,finish,A_1_set2.png,A_3_set2.png,1,2,gray
,0,ITI,,1250,0,,,,0,0,gray
,20,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,20,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,20,probeTrial,A_5_set2.png,0,0,finish,C_1_set2.png,C_2_set2.png,1,2,gray
,0,IPI,,0,0,,,,0,0,gray
,120,inferenceTrial,A_2_set2.png,0,0,finish,B_6_set2.png,C_6_set2.png,2,1,gray
,0,ITI,,1450,0,,,,0,0,gray
,21,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,21,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,21,probeTrial,C_2_set2.png,0,0,finish,D_4_set2.png,D_5_set2.png,1,2,gray
,0,IPI,,0,0,,,,0,0,gray
,121,inferenceTrial,A_1_set2.png,0,0,finish,B_4_set2.png,C_4_set2.png,2,1,gray
,0,ITI,,1600,0,,,,0,0,gray
,22,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,22,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,22,probeTrial,A_5_set2.png,0,0,finish,B_1_set2.png,C_1_set2.png,2,1,gray
,0,IPI,,0,0,,,,0,0,gray
,122,inferenceTrial,A_2_set2.png,0,0,finish,C_4_set2.png,C_5_set2.png,1,2,gray
,0,ITI,,1300,0,,,,0,0,gray
,23,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,D_5_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,B_1_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,A_5_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,23,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,0,PreProbeInterval,,0,0,,,,0,0,gray
,23,probeTrial,B_2_set2.png,0,0,finish,A_4_set2.png,D_4_set2.png,1,1,gray
,0,IPI,,0,0,,,,0,0,gray
,123,inferenceTrial,A_1_set2.png,0,0,finish,C_5_set2.png,C_6_set2.png,1,2,gray
,0,ITI,,1700,0,,,,0,0,gray
,24,learningTrial,C_3_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,B_3_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,C_2_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,D_6_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,A_4_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,C_1_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,D_4_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,B_2_set2.png,0,0,finish,,,0,0,gray
,24,learningTrial,A_6_set2.png,0,0,finish,,,0,0,gray
